기업명,키워드,로고,카테고리,신입연봉,평균연봉,주소,사원수,홈페이지,기업형태,매출액_별도,매출액_연결,사업현황
티맥스에이앤씨,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,"4,912만원",,경기 성남시 분당구 황새울로258번길 29 지도,105명,http://www.tmaxanc.com/,중소기업,-,,"2015년 12월 설립된 티맥스에이앤씨는 AI와 협업 기반 다양한 플랫폼 서비스를 고객에게 제시하는 기업이다. 당사는 2020년, '티맥스오에스(TmaxOS)'에서 '티맥스에이앤씨(TmaxA&C)'로 사명을 변경하였다. 티맥스에이앤씨는 다양한 클라우드 환경의 서버 운영 체제인 '프로리눅스'는 굿소프트웨어(GS) 1등급을 평가받았다.

티맥스에이앤씨는 티맥스클라우드, 티맥스에이아이, 티맥스알지, 티맥스와플 등 총 10개의 자회사를 중심으로 AI 및 클라우드 혁신에 앞장서고 있다. 이와 함께 소방청, 미래에셋대우, LG 디스플레이에 고객맞춤형 최적화된 솔루션을 제시하여 성장하고 있으며, 외산 SW의 국산화를 통해 기술 경쟁력 향상에 기여하고 있다.

2020년 1월, 티맥스에이앤씨는 '티맥스 OS 오픈 에디션(OE)'을 출시한 뒤, 한국공개소프트웨어(SW)협회에 가입하여 개방형 OS 시장에 앞장섰다. 2020년 3월에는 비대면 협업지원 서비스인 '티스페이스'를 출시하여 티맥스 임직원 1,600여 명의 업무 효율성을 증진하였다. 또한 2020년 8월, 오픈 클라우드 플랫폼 '하이퍼 클라우드 4.1버전' 출시하는 등 통합 플랫폼 세상의 변화를 추구하고 있다.

2020년 10월, 티맥스에이앤씨와 효성인포메이션시스템은 업무 협약을 맺고, 티맥스에이앤씨의 '하이퍼클라우드'와 효성인포메이션시스템의 '하이퍼컨버지드인프라(HCI)' 솔루션을 결합하였다. 이를 통해 클라우드 어플라이언스 성능을 최적화하여 저비용 고효율의 서버 관리를 목표로 하였다. 또한 2020년 11월, 영상회의 서비스 '하이퍼미팅'을 통해 시간과 장소에 구애받지 않는 편리한 스마트 워크 환경을 제공하며 AI 및 클라우드 환경의 긍정적인 방안을 모색하고 있다."
위메이드엑스알,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/G52020.jpg,,,,"경기 성남시 분당구 대왕판교로644번길 49, 7층 지도",28명,,중견기업,-,,
포인트뱅크,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/C80501.jpg,,"4,407만원",,"경기 성남시 분당구 판교역로 180, 902호 지도",-명,http://www.pointbank.it/,중소기업,35억,,"포인트뱅크는 2005년에 설립된 다양한 분야의 솔루션을 제시하는 플랫폼을 운영하는 기업으로, 창의적인 LifeBase 서비스를 개발 및 운영 중이다. 당사는 KB차차차, 삼성, SK텔레콤 등 다수의 파트너사와 협력하고, 더 나은 서비스를 지원하기 위해 끊임없이 노력하며 성장 중이다.

포인트뱅크는 자사 서비스인 레슨북, JimDream, We worker 플랫폼을 보유하고, 파트너 서비스의 플랫폼을 구축한 바가 있다. 레슨북은 골프연습장, 피트니스, 필라테스, 개인레슨 등 스케줄 관리와 예약 시스템을 제공하고, JimDream은 데이터를 바탕으로한 스마트 물류 서비스를 제시한다. 또한 We Worker는 모바일 건설공장 및 노무관리와 관련된 솔루션을 지원하는 등 다방면의 서비스를 통해 고객으로 하여금 편리한 이용이 가능하게 하였다."
드림모션,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 황새울로335번길 10, 401호 지도",23명,,중견기업,34억,,
글라이드,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/GR875.jpg,전자상거래,,,"경기 성남시 분당구 판교로 253, B동 803호 (삼평동,판교이노밸리클러스터) 지도",-명,,대기업,32억,,
컬쳐히어로,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0565.jpg,,"4,017만원",,"경기 성남시 분당구 판교로228번길 15, 3동 1001호 (삼평동,판교세븐벤처밸리1) 지도",48명,http://www.culturehero.net/,중소기업,32억,,"컬쳐히어로는 푸드 기반의 콘텐츠를 제작하는 미디어 커머스 기업으로, 2015년 설립되었다. 당사는 ‘요리를 스타일하다’라는 슬로건의 푸드 플랫폼 서비스인 '우리의 식탁'을 운영하고 있으며, '우리의 식탁' 어플리케이션 및 웹페이지를 통하여 일상속 식재료를 활용한 푸드 레시피, 재료 손질법, 푸드 스타일링 등을 포함한 키친가이드, 식재료는 물론 키친웨어와 생활용품까지 포함하는 스토어 상품 등의 다양한 콘텐츠를 제공하고 있다.

'우리의 식탁'은 2021년 6월을 기준으로 앱 누적 다운로드 수 160만 건을 돌파하였으며, 2021년 2월에는 기존의 서비스명이었던 '아내의 식탁'에서 현재의 '우리의 식탁'으로 서비스명을 새롭게 개편하며 확장 리뉴얼하기도 했다. 당사는 코로나 19의 장기화로 인해 요리에 대한 관심이 전 연령층으로 확대된 만큼, 해당 리뉴얼을 통해 전 연령층으로 서비스 타겟을 확장하였으며, 비건 레시피를 담은 '베지 이즈(Vege is)' 채널을 새롭게 추가하는 등 레시피 콘텐츠 또한 업그레이드했다. 뿐만 아니라, 2021년 6월 컬쳐히어로 제주 스튜디오를 오픈하며 인프라 확장에도 주력하고 있다."
애니펜,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/B0070.jpg,,,,"경기 성남시 분당구 분당내곡로 131, 7층 지도",40명,https://anipen.com/,중소기업,-,,
다리소프트,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 황새울로200번길 26, 4층 지도",-명,http://dareesoft.com/page/main.php,중소기업,-,,
딥인사이트,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/B0153.jpg,,,,"경기 성남시 수정구 대왕판교로 815, 8층 839호 지도",22명,http://www.dinsight.ai/,중소기업,-,,
앤유,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/B0326.jpg,,,,"경기 성남시 분당구 대왕판교로 670, 10층 비-1001호 지도",124명,https://www.nyouinc.com/idp.html,중소기업,-,,
에프앤에스홀딩스,#핫스타트업,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 판교역로192번길 14-2, 314호 지도",50명,https://fassker.com/,중소기업,-,,
엔닷라이트,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/B0059.jpg,,,,"경기 성남시 수정구 대왕판교로 815, 7층 760호 지도",-명,https://www.ndotlight.com/ko/,중소기업,-,,
딥엑스,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/B0112.jpg,,,,"경기 성남시 분당구 판교역로 231, 에스동 제7층 제701호, 제702호 지도",41명,https://deepx.ai/,중소기업,-,,
정도파트너스,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 매화로 54, 2층 205호 에이121 지도",-명,,중소기업,-,,
하이크비전코리아,#외국계,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/6EB38.jpg,,,,"경기 성남시 분당구 판교역로192번길 14-1 (삼평동, 판교예미지) 지도",20명,https://www.hikvision.com/korean,중소기업,-,,
스냅태그,#핫스타트업,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 황새울로359번길 7, 6층 지도",-명,https://snaptag.co.kr/,중소기업,-,,
인이지,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/B0889.jpg,,,,"경기 성남시 분당구 성남대로331번길 8, 316호 지도",35명,https://www.ineeji.com/,중소기업,6억,,
넥슨유니버스,#주요계열사,https://imgorg.catch.co.kr/job/site/tmp02.gif,솔루션·SI·CRM·ERP,,,"경기 성남시 분당구 판교로256번길 25, 씨3-7 비동 5층 지도",83명,,대기업,-,,
시큐리티플랫폼,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0912.jpg,,,,경기 성남시 수정구 달래내로 46 지도,19명,http://www.securityplatform.co.kr/,중소기업,51억,,"2015년 설립된 시큐리티플랫폼은 보안 솔루션 사업을 영위하고 있는 기업으로, 'Arm Holdings', 'Micron Technology', 'Nuvoton Technology' 등 IoT 플랫폼 및 서비스, 솔루션, 칩셋 등의 사업자와 다양한 파트너쉽을 구축해나가고 있다. 시큐리티플랫폼은 2019년 글로벌 최초로 '국제보안인증(PSA Certified)' 디바이스 부문을 획득하였다. 또한, 당사는 2018년 미주법인을 설립하고, 2020년에는 반도체 설계 기업 'Starfive'와 중국 상해에 JV를 설립하며 글로벌 네트워크를 구축하였다.

시큐리티플랫폼이 제공하는 솔루션은 크게 '홈네트워크 보안', 'CCTV 보안', '지능형전력망 보안', '스마트자동차 보안', '스마트공장 보안', 'IoT통신모듈 보안'으로 구성되어 있다. 스마트 홈은 미래주거의 핵심 트렌드로 자리하고 있으며 IoT, AI, Big Data, Robotics 등 첨단기술이 모두 집안 시스템으로 탑재되고 있다."
피맥스,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A001P.jpg,,,,"경기 성남시 분당구 매화로 51, 302-63호 지도",15명,https://www.phenomx.co.kr/,중소기업,-,,"2020년에 설립된 피맥스는 딥러닝 기반으로 의료 이미지 분석하고 인공지능 기반으로 건강 진단, 제품 개발, 진단 솔루션을 운영하는 의료 분석 솔루션 기업이다. MRI, CT 영상의 구획화에 특화된 기술을 보유하고 있으며 핵심 솔루션으로는 흉부 CT 솔루션(Chest OMX), 뇌 MR 솔루션(BrainOMX), 전신 MR 솔루션(Body OMX) 세가지 소프트웨어를 보유하고 있다. 이를 기반으로 당사는 CT, MRI 영상을 통해 알츠하이머, 파킨슨, 폐 질환 등을 빠르고 정확하게 진단하고 만성 질환 바이오마커를 제시하는 AI 솔루션 제공에 주력하고 있다.

2022년, 피맥스는 새로운 솔루션 개발 완료에 착수할 예정이다. 현재 정량화된 폐의 정보와 바이러스의 폐 침범 위치 및 지수, 질환의 유형 등을 자동 분석하는 흉부 CT 솔루션을 개발하고 있으며 구조와 기능이 동시에 분석 가능한 통합 뇌 MR 솔루션 또한 개발 마무리에 있다. 더불어 업그레이된 전신 MR 솔루션을 통해 전신과 부위별 체성분을 자동 분석하고 고혈압, 당뇨와 같은 만성 질환의 관리와 예방에 기여하기 위해 정진하는 중이다.

2022년 2월에는 미국 콜럼비아 대학교 주커만 뇌MRI연구센터와 뇌 MR 영상 촬영, 진단 가속화를 위한 AI 공동 개발 연구 협약을 체결했다. 이번 제휴로 피맥스는 2년간 주커만 연구센터 사이람 박사팀과 치매 진단을 위한 AI 소프트웨어 개발 공동 연구에 참여해 뇌 통합 솔루션 (BrainOMX)의 신속한 뇌 MRI 획득 및 재구성 기술을 고도화하고 완전 자동화된 구조 및 기능 영상 처리, 직관적인 리포팅의 통합을 목표로 하고 있다."
엑소시스템즈,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A002I.jpg,,,,"경기 성남시 분당구 판교로289번길 20, 3동 320호 지도",10명,https://www.exosystems.io/,중소기업,-,,"2017년 설립된 엑소시스템즈는 뇌 신경계 재활 및 근골격계 질환자를 대상으로 건강 상태를 점검하고 관리해주는 인공지능(AI) 기반 디지털 헬스케어 전문 기업이다. 디지털 헬스케어 솔루션은 착용형(웨어러블) 의료기기와 사용자 앱(응용 프로그램)으로 구성된다. 예컨대 웨어러블 센서로 근골격계 질환 관련 디지털 생체표지자(바이오마커)를 분석한 후 이에 기반한 운동 처방 등 디지털 치료 소프트웨어를 지원하는 방식이다. 이 외에도 허벅지와 정강이에 부착하는 근력 재활 솔루션 '엑소리햅'을 출시한 바 있다.

최근 범부처의료기기 사업단 및 산업통상자원부의 60억 원 규모 국책 연구개발(R&D) 주관 사업자로 선정된 엑소시스템즈는 디지털 헬스케어 분야에서 기술 사업화를 이루기 위해 주력하고 있다. 국내 대형 병원과 협업을 통해 근감소증 위험도를 점검하는 예방의학으로 기술 범용성을 높이고 있으며 스위스 대형 제약사 로수와는 근육 활성화 정도를 파악하는 근육위축증 모니터링을 진행하며 사업 범위를 확장하고 있다.

2022년 엑소시템즈는 하체 착용형 기기를 넘어 불편한 신체 부위 어디에나 부착하여 사용할 수 있는 AI 재활 치료 솔루션 '엑소핏'을 공개했다. 엑소핏은 다리, 팔, 목, 허리까지 불편한 부위라면 어디든 착용할 수 있게 설계된 제품으로 성능 면에서는 의료용 전기 자극 장치와 같은 병원 치료 효과를 제공한다. 추가로 근육 움직임과 생체신호를 실시간으로 측정한 정보를 통해 환자별 개인 맞춤 진단을 제공한다."
다날핀테크,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 황새울로 326, 3층 지도",58명,http://www.danalfintech.com/,중소기업,-,,"2019년에 설립된 다날핀테크는 다날의 자회사로 국내 최초이자 최대 규모의 가상자산 결제서비스인 페이코인을 운영하는 기업이다. 기존 결제시장의 높은 수수료와 느린 정산 주기 등의 문제점을 블록체인을 통해 해결하고, 이를 통해 가맹점과 소비자들에게 실질적인 가치를 제공하며 결제 인프라를 확대하고 있다. 최근 페이코인 결제를 넘어 커머스와 금융 서비스로 영역을 확대하고 있으며 가상자산 커머스 라이프 서비스 플랫폼을 목표로 하고 있다.



최근에는 신사업 미래 성장 동력 확보를 위해 금융투자본부를 신설하고 인력을 대거 영입했다. 페이코인과의 시너지를 만들어낼 전략적 투자 유치 업무를 담당한다. 당사는 2022년 내 글로벌 결제 인프라 구축, 페이코인 대체불가능한토큰(NFT)마켓 오픈, 암호화폐 금융서비스 '크립토 뱅크' 등을 설립하며 공격적인 사업 확장에 나설 예정이다."
디스이즈엔지니어링,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0411.jpg,,,,"경기 성남시 수정구 창업로 42, 514호 지도",-명,https://kr.thisiseng.com/,중소기업,-,,"2016년 설립된 디스이즈엔지니어링은 로보틱스 전문기업으로, UAV, 로보틱스, 사물인터넷 등을 포함한 다양한 최신기술에 특화된 경쟁력을 보유하고 있다. 특히 완전자율비행 드론과 차세대 모빌리티 분야에 주력하며 독자적으로 개발한 로보틱스와 AI 기술을 기반으로 한 UAV(무인항공기) 프로젝트 등을 진행하고 있다.

또한 당사는 한 손 조종 드론으로 알려져있는 ‘시프트 레드(Shift RED)'를 통하여 업계 내에서 주목을 받고 있으며, 2021년 상반기에는 엔비디아가 국내 개발자를 위해 개최하는 기술 컨설팅 프로그램 ‘GTC 2021’에서 ‘완전 자율주행 드론’을 주제로 한 발표를 진행하기도 하였다.

디스이즈엔지니어링은 드론 배송 서비스를 빠르게 시장에 안착시키는 것에 주력하고 있다. 국내는 물론 글로벌 시장 진출도 준비하고 있으며, 북미와 호주를 중심으로 다양한 시장 리딩 기업과 파트너십을 체결해 사업을 확대해 나갈 예정이다. 장기적으로는 드론 생태계 확장을 위해, 새로운 제품 개발과 R&D 투자를 계속해 나아가고 다양한 주체 간의 비즈니스 모델 개발과 협력도 추진할 계획이다."
씨피랩스,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0574.jpg,,,,경기 성남시 수정구 달래내로 46 지도,88명,https://cplabs.io/,중소기업,-,,"""블록체인 기술로 변화하는 미래를 주도하다.""
국내 최초 블록체인 기술 기업인 씨피랩스는 블록체인 기술 태동기인 2013년부터 다년간 쌓아온 경험과 기술력을 바탕으로 블록체인을 상용화하는데 앞장서 왔습니다. 차별화된 블록체인 기반 서비스와 솔루션으로 고객에게 새로운 경험을 제공하며, 국내외를 아우르는 풍부한 프로젝트 경험과 다양한 산업 분야에 대한 긴밀한 이해를 바탕으로 디지털 트랜스포메이션의 핵심요소인 블록체인 기술로 NFT, DeFI, DID 등 디지털 자산의 미래 변화를 주도해나가고자 합니다.

""다양한 블록체인 기반 서비스 와 플랫폼 제공""
씨피랩스는 대한민국 블록체인 산업의 개척자에서 다양한 부문으로의 사업 다각화로 성장과 발전을 거듭하고 있습니다. 블록체인 기반 온라인 서베이 더폴(THEPOL)/ 비대면 인증 솔루션 마이키핀(MYKEEPiN)/ 모바일 사원증 메타패스(MetaPass)/ 블록체인 통합서비스 비패스(B PASS)/ 블록체인 기반 NFT 마켓플레이스 메타파이(METAPiE)/ Digital Asset, DeFi 등 새로운 분야로의 사업 확장에 매진하고 있습니다."
에비드넷,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0650.jpg,,,,"경기 성남시 분당구 판교역로 182, 2층 지도",38명,https://www.evidnet.com/,중소기업,-,,"2017년에 설립된 에비드넷은 의료 데이터 전문 기업이다. PDS라는 개인 데이터 저장소를 통해 본인의 마이데이터를 다운로드하여 원하는 제3서비스에 공유할 수 있도록 하여 나의 의료데이터를 기존에 진료를 받았던 병원에서 새롭게 진료를 받을 병원으로 간편하면서도 안전하게 공유하는 서비스를 제공하고 있다.

대표적인 의료 빅데이터 플랫폼 ‘피더넷’은 에비드넷이 개발한 의료 빅데이터 통합 분석 플랫폼으로 국내 대형 의료기관과 제휴 의료데이터를 표준화하고 병원 방화벽 내 분산된 형태로 데이터를 안전하게 관리하면서 데이터 그 자체가 아닌 통합 분석 결과를 제공하고 있다. 이용자는 병원 임상 연구진부터 제약회사, 정부 기관 관계자에 이르기까지 다양하며 병원의 데이터 기반 임상 연구, 제약회사의 신약개발, 신약 재창출, 약물 부작용 감시 등 다양한 분야에 활용되고 있다. 최근에는 ‘피더넷’을 통한 연구수행건수가 1만건(2021년 10월 기준)을 돌파했다.

현재 에비드넷과 제휴를 맺은 병원은 고려대학교 의료원, 강북삼성병원 등 40여곳으로 5400만명에 대한 의료데이터가 공유되고 있다. 에비드넷은 향후 2022년까지 57개 병원, 9800만명으로 확대한다는 계획을 밝혔다."
블로코,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0656.jpg,,,,경기 성남시 분당구 성남대로331번길 9-13 지도,-명,https://www.blocko.io/,중소기업,-,,"2014년에 설립된 블로코는 응용소프트웨어 개발 및 공급업을 영위하는 기업이다. 2018년 '아르고' 메인넷을 런칭하여 엔터프라이즈부터 일반인까지 블록체인을 다양하게 활용할 수 있도록 돕는 블록체인 솔루션을 개발하고 있다.



블로코는 블록체인 기반 개발 플랫폼 '코인스택'을 선보이기도 했다. 이는 IoT(사물인터넷)와 핀테크 시대에 필요한 안전성과 투명성이 보장되는 차세대 분산 서비스를 블록체인 기반으로 쉽고 안전하게 개발하는 것을 가능하게 해주는 블록체인 기반의 개발 플랫폼이다. 이용자는 코인스택이 제공하는 API와 SDK로 블록체인을 활용한 다양한 형태의 솔루션이나 서비스를 만들 수 있다. 또한 코인스택은 전북은행이 론칭한 '뉴스마트뱅킹' 앱에도 탑재되어 보안성과 편의성을 인정받기도 했다.



최근에는 한국방송협회와 함께 블록체인 기반 시청자 참여 서비스 ‘픽클(Pikkle)’ 구축을 위한 MOU를 체결했다. 픽클은 블록체인 기반의 투표 및 출석 체크 서비스다. 양사는 픽클을 통해 블록체인을 기반으로 콘텐츠 미디어 영역에서 다양한 시청자 참여형 서비스를 발굴해 나갈 계획이며 향후 투표외에 NFT(대체 불가능한 디지털 가상자산)나 콘텐츠 STO(증권형 토큰)와 같은 다양한 블록체인 서비스를 실현시키기 위해 주력하고 있다."
원익로보틱스,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0965.jpg,솔루션·SI·CRM·ERP,,,경기 성남시 분당구 판교로255번길 20 지도,49명,https://www.wonikrobotics.com/,중견기업,-,,"2004년 4월에 설립된 원익로보틱스는 물류 자동화를 중심으로 다양한 솔루션을 제공하는 기업이다. 당사는 자율주행로봇(AMR)을 개발하고 공급한다. 또한 제조현장에서의 물류자동화 요구를 충족하기 위해 핵심 역량인 물류자동화 설계와 엔지니어링을 바탕으로 다양한 솔루션을 설계 및 개발하고 있다.

원익로보틱스는 2차전지 화성공정 물류자동화, CNC 선반 머신텐딩, 디지털 트윈 기술을 활용한 공정 시뮬레이션과 같은 제조현장에서 필요한 물류자동화 솔루션을 제공한다. 또 최신 자동화 및 로봇 공학 기술에 대한 깊은 이해를 바탕으로 고객들에게 프로세스 간소화, 비용 절감, 효율성 향상을 위한 솔루션을 제공하고 있다.

2023년, 원익로보틱스는 뉴로메카와 협력하여 모바일 로봇 시스템을 개발하고 산업 현장 자동화를 촉진하기 위한 양해각서를 체결했다. 이 협력을 통해 원익로보틱스는 모바일 로봇 자율주행 기술과 어플리케이션 기술을 융합한 첨단 로봇 솔루션을 개발하고 시장에 공급할 계획이다."
델리오,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A0973.jpg,,,,"경기 성남시 분당구 매화로 51, 302-4 지도",-명,https://www.delio.io/,중소기업,-,,"2018년에 설립된 델리오는 가상자산을 활용한 담보대출 서비스인 렌딩과 예치 등과 같은 크립토파이낸스 서비스를 제공하고 있다. 4,500억원 규모의 연간 렌딩능력을 보유한 국내 최대 가상자산 렌딩 사업자이다. 렌딩 이외에도 가상자산 예치와 클라우드 마이닝 등 가상자산을 활용한 금융 관련 서비스를 제공하고 있다. 또한 델리오는 가상자산 지갑, 자산운용사 등 사업자가 쉽고 간편하게 가상자산 금융 서비스를 구축할 수 있도록 '델리오 클라우드' 서비스를 런칭했다."
리벨리온,#핫스타트업,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A1040.jpg,,,,경기 성남시 분당구 정자일로 239 지도,-명,https://rebellions.ai/,중소기업,-,,"2020년 설립된 리벨리온은 AI 반도체 설계 사업을 영위하고 있는 팹리스 기업으로, 2021년 12월 기준 최고 성능의 지닌 AI 반도체 '아이온(ION)'을 선보이며 사업을 시작하였다. 이후, 리벨리온은 2023년 열린 글로벌 AI 반도체 성능 경연대회 '엠엘퍼프(MLPerf)'에서 당사의 AI 반도체 '아톰'이 미국의 '엔비디아', '퀄컴' 등 우수한 기업들의 반도체보다 1.4~3배 정도 앞선 성적을 내며 업계 주목을 받은 바 있다.

리벨리온은 인공지능의 핵심이며 딥러닝 알고리즘 연산에서 사용되는 반도체 '신경망 처리장치(NPU, Neural Processing Unit)'를 만드는 업무를 담당한다. 당사의 주요 제품으로는 삼성전자의 파운드리(위탁생산) 5나노 초미세 공정을 거쳐 2023년 2월 출시된 데이터센터용 AI 반도체 '아톰(ATOM)'이 있다. '아톰'은 '챗GT', 구글의 '버트(BERT)' 등에 사용되는 딥러닝 알고리즘 '트랜스포머' 계열의 자연어 처리 기술을 지원하는 반도체로, '모바일월드콩그레스(MWC) 2023'에서 '아톰' 및 AI 반도체 설계 기술을 소개되었다."
엔에이치엔코미코코리아,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A1543.jpg,포털·플랫폼,,,경기 성남시 분당구 대왕판교로645번길 16 지도,-명,https://www.comico.kr/,중견기업,-,,
엔에이치엔아카데미,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A1545.jpg,솔루션·SI·CRM·ERP,,,경기 성남시 분당구 대왕판교로645번길 16 지도,-명,https://nhnacademy.github.io/,중견기업,-,,
티맥스핀테크,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A1716.jpg,,"4,700만원",,경기 성남시 분당구 황새울로258번길 29 지도,98명,https://www.tmax.co.kr/tmaxfintech,중소기업,-,,
애커튼테크놀로지서비스,#주요계열사,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A1793.jpg,솔루션·SI·CRM·ERP,,,"경기 성남시 분당구 판교로255번길 38, 6층 (삼평동,에스케이판교캠퍼스비) 지도",-명,https://www.ackertonts.com/,대기업,-,,
엔에이치엔토스트캠,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,"경기 성남시 분당구 대왕판교로645번길 16 (삼평동,플레이뮤지엄) 지도",-명,https://cam.toast.com/,중소기업,-,,
티맥스클라우드,,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,경기 성남시 분당구 황새울로258번길 29 지도,291명,https://www.tmaxcloud.com/,중소기업,13억,,
쓰리뷰,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A3EE9.jpg,,"2,968만원","4,030만원",경기 성남시 중원구 사기막골로 124 지도,21명,https://e3view.com/,중소기업,-,,"쓰리뷰는 NT(한국최초신기술인증) 및 10종의 특허 등 기술력을 바탕으로 한 Process Monitoring System, POP 및 SPC/MES Systems분야에 있어, 중소기업에 특화된 스마트공장 시스템을 20여 년 동안 전문적으로 구축해온 회사입니다.
자동차산업분야/소성가공분야의 특화된 솔루션을 가지고 국내뿐만 아니라 해외 선진국시장에도 시스템의 우수성을 인정받아 독자적으로 수출하고 있습니다."
SK(주) C&C,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/A90BF.jpg,,,,경기 성남시 분당구 성남대로343번길 9 지도,"3,500명",https://www.skcc.co.kr/,대기업,-,,"SK주식회사 C&C는 지난 30여년간 쌓은 제조, 통신·미디어, 반도체, 에너지·화학, 금융, 공공 등 다양한 산업에 대한 전문성과 AI, Cloud, Digital Manufacturing, Digital ESG 등 Digital 기술력을 바탕으로 차별화된 고객가치를 제공하고 있습니다.

고객의 Digital ITS(디지털 IT서비스) 및 AIX(AI로의 전환) 파트너로서 Consultancy 및 Business 전문성을 기반으로 고객의 Pain Point를 분석하고 고객 Needs에 맞게 사업을 만들며, 기술 전문성을 기반으로 고객에게 최고 품질의 IT 서비스를 Delivery합니다.

SK주식회사C&C는 고객과 함께 성장하며, Digital IT서비스 Offering과 Biz. Consultancy를 함께 갖춘 최고의 Global Enterprise AI Service Company로 거듭나고 있습니다.

[이 내용은 기업이 직접 작성한 내용을 바탕으로 제작되었습니다. 작성일: 2024.08.26]"
엔씨소프트(판교알앤디센터지점),,https://imgorg.catch.co.kr/job/site/tmp02.gif,,,,경기 성남시 분당구 대왕판교로644번길 12 지도,-명,,중견기업,-,,
엔스테이지,,https://board.jinhak.com/BoardV1/Upload/Job/Company/CI/AAE16.jpg,,,,"경기 성남시 분당구 대왕판교로 670, 5층 509호 (삼평동,유스페이스2) 지도",16명,http://www.nstage.io/,중소기업,55억,,"게임의 새로운 재미를 찾아내는 사람들, 저희는 엔스테이지입니다

지속 발전하는 게임 서비스, 그 이상을 꿈꿉니다.
2019년 봄, 엔스테이지는 게임의 새로운 재미와 가치를 유저들에게 전달하는 것을 목표로 시작되었습니다.
변화하는 시장 패러다임에 발맞출 수 있도록 신규 컨텐츠 개발, 수익 고도화, 마케팅 최적화 등
다양한 분야에서 게임의 재미와 가치를 연구하는 조직으로 구성되어 있습니다.

45개 이상의 프로젝트, 100만명 이상의 글로벌 유저들을 대상으로 안정적인 라이브 게임 서비스를 제공하고 있으며 매년 100% 이상 성장 중에 있습니다.
2023년 퍼즐 게임 서비스 경쟁력 강화를 위해 기존 Classic Match 3 게임 이외에 Meta Match 3 게임들에 대한 리퍼블리싱을 진행 예정입니다."
